commit_hash,author,date,message,file_name,lines_added,lines_deleted,nloc
88617311dba62992bf5736b35e3da9359ac5fedf,Armin Ronacher,2011-09-05 18:52:28+02:00,Added an testcase for subclassing of Flask to supress logging,subclassing.py,46,0,26.0
7d7d810aea5472101ce04956889dfdb77173a912,Armin Ronacher,2011-09-10 23:20:58+02:00,Single quotes for consistency,app.py,1,1,537.0
f6798885e6cc97bccd1e0fd861b54b01fcdb9605,Ron DuPlain,2011-09-13 21:22:23-04:00,"Update create_global_jinja_loader docstring, #321.",app.py,1,1,537.0
17a46a4d239a640049081b5cdcc1ff20ef63e38a,Joel Perras,2011-09-14 16:53:05-03:00,Fixed typo in docstring of `dispatch_request` method of `flask.views.View`.,views.py,1,1,41.0
f8caa54d31605f8997698d5c6c295ff4cff9ecdb,Michał Bartoszkiewicz,2011-09-17 00:31:09+02:00,Fixed Blueprint.app_url_value_preprocessor.,blueprints.py,2,2,149.0
32c7e43dda6600828ae9b11111d722ab92fb0594,Armin Ronacher,2011-09-17 19:39:10+02:00,Simplified HEAD handling for method views,views.py,35,0,110.0
32c7e43dda6600828ae9b11111d722ab92fb0594,Armin Ronacher,2011-09-17 19:39:10+02:00,Simplified HEAD handling for method views,views.py,5,1,43.0
8f85a3b0d161876de378b35ccac42237a18a5342,Armin Ronacher,2011-09-17 22:11:57+02:00,Experimental redirect importing for flask.ext to flask_ and flaskext.,__init__.py,54,0,24.0
c72ca16234e4dbea448ea43d002eb500c09f4932,Armin Ronacher,2011-09-18 02:10:10+02:00,Added tests for the import hook and fixed a problem with it.,__init__.py,24,16,31.0
c72ca16234e4dbea448ea43d002eb500c09f4932,Armin Ronacher,2011-09-18 02:10:10+02:00,Added tests for the import hook and fixed a problem with it.,ext.py,61,0,39.0
c72ca16234e4dbea448ea43d002eb500c09f4932,Armin Ronacher,2011-09-18 02:10:10+02:00,Added tests for the import hook and fixed a problem with it.,__init__.py,1,0,1.0
c72ca16234e4dbea448ea43d002eb500c09f4932,Armin Ronacher,2011-09-18 02:10:10+02:00,Added tests for the import hook and fixed a problem with it.,submodule.py,2,0,2.0
c72ca16234e4dbea448ea43d002eb500c09f4932,Armin Ronacher,2011-09-18 02:10:10+02:00,Added tests for the import hook and fixed a problem with it.,flask_newext_simple.py,1,0,1.0
f80bfcaa28da98972002fb906c2559babe75801e,Armin Ronacher,2011-09-18 03:26:46+02:00,Added tests for old imports,ext.py,28,5,57.0
f80bfcaa28da98972002fb906c2559babe75801e,Armin Ronacher,2011-09-18 03:26:46+02:00,Added tests for old imports,__init__.py,1,0,1.0
f80bfcaa28da98972002fb906c2559babe75801e,Armin Ronacher,2011-09-18 03:26:46+02:00,Added tests for old imports,submodule.py,2,0,2.0
f80bfcaa28da98972002fb906c2559babe75801e,Armin Ronacher,2011-09-18 03:26:46+02:00,Added tests for old imports,oldext_simple.py,1,0,1.0
e8020e2c5cd6dca816991845bd439e4524594f83,Armin Ronacher,2011-09-18 12:22:15+02:00,Added comment to the importer wiping.,__init__.py,5,0,31.0
9df2aefd7f0c3c5d0fc47087da2f51b72cad38fc,Armin Ronacher,2011-09-18 12:22:42+02:00,Do not set dotted attributes on flask.ext,__init__.py,2,1,32.0
9df2aefd7f0c3c5d0fc47087da2f51b72cad38fc,Armin Ronacher,2011-09-18 12:22:42+02:00,Do not set dotted attributes on flask.ext,ext.py,5,0,61.0
e94416704d70d64b21afb44569039f2b50db966f,Armin Ronacher,2011-09-18 15:03:35+02:00,Added the flaskext_compat module to support flask.ext in 0.7 and earlier.,flaskext_compat.py,73,0,40.0
9c82840f5256e8aca82c26ab4025712e5c928977,Armin Ronacher,2011-09-18 18:16:50+02:00,Added more tests for the import hook,ext.py,11,1,69.0
d4d6cc8401b94ab7c92b70ca5e5b21d22636dd5d,Priit Laes,2011-09-18 13:05:15+03:00,Clean up auditing command,setup.py,7,10,57.0
907c24e6ffc436971d437b0b9122b840db9466d7,Simon Sapin,2011-07-23 11:32:59-07:00,"Document the debug param for Flask.run, it is not part of **options given to run_simple.

I am not sure bool() is appropriate.",app.py,4,3,537.0
90884a78fbba4068fa93f87626baccd148cd4a57,Ron DuPlain,2011-09-18 15:34:37-04:00,Cross-reference debug docs in run docstring.,app.py,1,0,537.0
7997bae5bb048e4623647c57faae447b28da907f,Armin Ronacher,2011-09-19 21:00:28+02:00,Explicitly activate compat module,flaskext_compat.py,22,34,33.0
9a70e62b8d545c8de7e3728e544cebe289a39254,Armin Ronacher,2011-09-21 03:47:36+02:00,"No longer swallow important import errors.

This implements a simple but elegant method to find out if an import
error can be swallowed to try the next module or if the import error is
important and must be reraised.",__init__.py,18,2,41.0
9a70e62b8d545c8de7e3728e544cebe289a39254,Armin Ronacher,2011-09-21 03:47:36+02:00,"No longer swallow important import errors.

This implements a simple but elegant method to find out if an import
error can be swallowed to try the next module or if the import error is
important and must be reraised.",flaskext_compat.py,17,1,42.0
ee9b4016323ba0f7a773a5e014bc23bcf1a322cd,Armin Ronacher,2011-09-21 13:01:58+02:00,Added a comment on who the is_important_traceback seems to work.  It's only speculation,__init__.py,14,0,41.0
9691b7f0bf70553e61a88c8c7b6ffcac776b8d26,Armin Ronacher,2011-09-21 21:34:47+02:00,Deal with partially setup packages in the redirect hook.,__init__.py,11,0,42.0
9691b7f0bf70553e61a88c8c7b6ffcac776b8d26,Armin Ronacher,2011-09-21 21:34:47+02:00,Deal with partially setup packages in the redirect hook.,__init__.py,26,0,144.0
9691b7f0bf70553e61a88c8c7b6ffcac776b8d26,Armin Ronacher,2011-09-21 21:34:47+02:00,Deal with partially setup packages in the redirect hook.,ext.py,7,0,74.0
9691b7f0bf70553e61a88c8c7b6ffcac776b8d26,Armin Ronacher,2011-09-21 21:34:47+02:00,Deal with partially setup packages in the redirect hook.,__init__.py,2,0,2.0
9691b7f0bf70553e61a88c8c7b6ffcac776b8d26,Armin Ronacher,2011-09-21 21:34:47+02:00,Deal with partially setup packages in the redirect hook.,flaskext_compat.py,3,7,43.0
0c75be1172000ad4d0b60920ef5a6fb78880a7d2,Armin Ronacher,2011-09-22 14:08:03+02:00,Whitespace normalize,setup.py,1,1,57.0
d4d75701bc1ea02a0e9b7e3e0d1aee777bd59116,Armin Ronacher,2011-09-22 14:08:52+02:00,Added ext to the packages,setup.py,1,1,57.0
56afafae67ff0db8b9994a4c59d978b56327e886,Armin Ronacher,2011-09-23 02:04:21+02:00,Do not break extension tests if tested with installed extensions.,__init__.py,6,8,139.0
56afafae67ff0db8b9994a4c59d978b56327e886,Armin Ronacher,2011-09-23 02:04:21+02:00,Do not break extension tests if tested with installed extensions.,ext.py,6,1,75.0
56afafae67ff0db8b9994a4c59d978b56327e886,Armin Ronacher,2011-09-23 02:04:21+02:00,Do not break extension tests if tested with installed extensions.,run-tests.py,2,0,4.0
b8ef7360eb80b2018c21384f1f32693ab22595d0,Simon Sapin,2011-09-23 10:34:41+03:00,"Add to sys.path, not sys.path_info",__init__.py,1,1,139.0
d2eefe25e7fec31a5f4254f6a65934bd00ab0392,Armin Ronacher,2011-09-24 20:25:28+02:00,app.name shall be __main__ for console apps,app.py,1,1,537.0
c6316132b173f96a6f5a90ff3b62f706f8a62560,Armin Ronacher,2011-09-24 20:27:38+02:00,Context preserving is now part of Flask and not the test client.  This fixes #326,ctx.py,32,3,59.0
c6316132b173f96a6f5a90ff3b62f706f8a62560,Armin Ronacher,2011-09-24 20:27:38+02:00,Context preserving is now part of Flask and not the test client.  This fixes #326,globals.py,1,0,12.0
c6316132b173f96a6f5a90ff3b62f706f8a62560,Armin Ronacher,2011-09-24 20:27:38+02:00,Context preserving is now part of Flask and not the test client.  This fixes #326,testing.py,12,19,59.0
c6316132b173f96a6f5a90ff3b62f706f8a62560,Armin Ronacher,2011-09-24 20:27:38+02:00,Context preserving is now part of Flask and not the test client.  This fixes #326,basic.py,17,0,890.0
df1dd57045b38ea7dcca44622744ab24e53e399e,Armin Ronacher,2011-09-25 18:49:00+02:00,Cleaned up url routing common docs.  This fixes #279,app.py,17,59,537.0
6dccf775468ea0a849d3c1c3965e3a1db6a36a3f,Armin Ronacher,2011-09-25 19:12:41+02:00,PERMANENT_SESSION_LIFETIME can now be an integer.  This fixes #310,app.py,26,9,546.0
8da8a21b69cc06e58b1b28fa0ecec63b5cf3d9b4,Armin Ronacher,2011-09-25 19:17:50+02:00,Moved the conversion thing into the ConfigAttribute.,app.py,16,26,542.0
8da8a21b69cc06e58b1b28fa0ecec63b5cf3d9b4,Armin Ronacher,2011-09-25 19:17:50+02:00,Moved the conversion thing into the ConfigAttribute.,config.py,6,2,55.0
8da8a21b69cc06e58b1b28fa0ecec63b5cf3d9b4,Armin Ronacher,2011-09-25 19:17:50+02:00,Moved the conversion thing into the ConfigAttribute.,config.py,5,0,147.0
f01b654ac4c0a4789369440557267b75df55fd59,Armin Ronacher,2011-09-27 12:27:33+02:00,total_seconds -> seconds for 2.6 and earlier,config.py,1,1,147.0
95c4dcb4d50e69b927855cd6a446579d2fe45b4e,Armin Ronacher,2011-09-27 13:33:23+02:00,Refactored flask.ext process to not swallow exceptions on weird Pythons.,__init__.py,6,86,6.0
95c4dcb4d50e69b927855cd6a446579d2fe45b4e,Armin Ronacher,2011-09-27 13:33:23+02:00,Refactored flask.ext process to not swallow exceptions on weird Pythons.,exthook.py,119,0,56.0
95c4dcb4d50e69b927855cd6a446579d2fe45b4e,Armin Ronacher,2011-09-27 13:33:23+02:00,Refactored flask.ext process to not swallow exceptions on weird Pythons.,ext.py,14,2,85.0
95c4dcb4d50e69b927855cd6a446579d2fe45b4e,Armin Ronacher,2011-09-27 13:33:23+02:00,Refactored flask.ext process to not swallow exceptions on weird Pythons.,flaskext_compat.py,71,20,64.0
04b90f5ad47d04bace76c18f634d54b0da4b91ce,Armin Ronacher,2011-09-27 14:36:06+02:00,Parentheses are for Python3,setup.py,2,2,57.0
d5e10e4685f54dde5ffc27c4f55a19fb23f7a536,Armin Ronacher,2011-09-29 23:34:02+02:00,Bump version number to 0.8,__init__.py,1,1,19.0
d5e10e4685f54dde5ffc27c4f55a19fb23f7a536,Armin Ronacher,2011-09-29 23:34:02+02:00,Bump version number to 0.8,setup.py,1,1,57.0
3765cc2e9e6ea2d227f898d5b176aa50680e491c,Armin Ronacher,2011-09-29 23:36:57+02:00,This is 0.9-dev,__init__.py,1,1,19.0
3765cc2e9e6ea2d227f898d5b176aa50680e491c,Armin Ronacher,2011-09-29 23:36:57+02:00,This is 0.9-dev,setup.py,1,1,57.0
766522cb587850f643f3bb6cb011735ae6a98510,Armin Ronacher,2011-10-02 01:06:22+02:00,Prepare for an 0.8.1 release,__init__.py,1,1,19.0
766522cb587850f643f3bb6cb011735ae6a98510,Armin Ronacher,2011-10-02 01:06:22+02:00,Prepare for an 0.8.1 release,setup.py,1,1,57.0
0dd9dc37b6618b8091c2a0f849f5f3143dc6eafc,Armin Ronacher,2011-10-02 01:08:54+02:00,Fixed an issue with an unused module for Python 2.5 (flask.session),session.py,1,1,5.0
